DATA;LOTE/SUB/DOC/LINHA;HISTORICO;C/PARTIDA;FILIAL DE ORIGEM;C CUSTO;ITEM CONTA;DIVISAO;DEBITO;CREDITO
03/03/21;;STRACAO E CONSULTORIA;;;;;;;
03/03/21;1,1E+15;PGTO. NF  000002918 - FERNANDA DA COSTA;;1;;;;0;24,82634731
03/03/21;;VIEIRA ARAUJO  ME;;;;;;;
03/03/21;1,1E+15;PGTO. NF  000010222 - JLL CORPORATE SOLU;;1;;;;0;3111,099401
03/03/21;;TIONS  SERV DE CONS E;;;;;;;
03/03/21;1,1E+15;PGTO. NF  000001606 - CARPE DIEM  EMPREE;;1;;;;0;27,54491018
03/03/21;;NDIMENTOS LTDA;;;;;;;
03/03/21;1,1E+15;PGTO. NF  000052502 - JOSE FIRMINO DE CO;;1;;;;0;37,96407186
03/03/21;;UTO EPP;;;;;;;
03/03/21;1,1E+15;PGTO. NF  000002911 - CADA PRESENTES MAR;;1;;;;0;538,3233533
03/03/21;;KETING PROMOCIONAL LTD;;;;;;;
03/03/21;1,1E+15;PGTO. NF  000002918 - CADA PRESENTES MAR;;1;;;;0;10,05988024
03/03/21;;KETING PROMOCIONAL LTD;;;;;;;
03/03/21;1,1E+15;PGTO. RED 000285049 - RELOCATION HOUSE S;;1;;;;0;514,2706587
03/03/21;;ERVICOS DE RELOCATION;;;;;;;
03/03/21;1,1E+15;PGTO. NF  000001136 - RELOCATION HOUSE S;;1;;;;0;87,35209581
03/03/21;;ERVICOS DE RELOCATION;;;;;;;
03/03/21;1,1E+15;PGTO. NF  000014497 - VRR COMERCIO DE PE;;1;;;;0;51,9760479
03/03/21;;CAS LTDA;;;;;;;
03/03/21;1,1E+15;PGTO NF 000021465 JLL SERVICOS DE MANU;;1;;;;0;2724,542515
03/03/21;1,1E+15;PGTO NF 000021466 JLL SERVICOS DE MANU;;1;;;;0;65,82994012
03/03/21;1,1E+15;PGTO NF 000418927 BRASOFTWARE INFORMAT;;1;;;;0;1849,34491
03/03/21;1,1E+15;PGTO NF 000010223 JLL CORPORATE SOLUTI;;1;;;;0;9,950898204
03/03/21;1,1E+15;PGTO NF 000204454 SODEXO PASS DO BRASI;;1;;;;0;309,2694611
03/03/21;1,1E+15;PGTO NF 000000020 STEFANO BORGES GIRAR;;1;;;;0;1757,42515
03/03/21;1,1E+15;PGTO NF 000237592 VAGAS TECNOLOGIA DE;;1;;;;0;133,6526946
03/03/21;1,1E+15;PGTO NF 000292135 ELOISA MARIA VARANDA;;1;;;;0;305,3892216
03/03/21;1,1E+15;PGTO NF 291314771 ELETROPAULO METROPOL;;1;;;;0;75,0239521
03/03/21;1,1E+15;FT OP-TES COMPROMISSADA;;1;;;;13364,70898;0
DATA;LOTE/SUB/DOC/LINHA;HISTORICO;C/PARTIDA;FILIAL DE ORIGEM;C CUSTO;ITEM CONTA;DIVISAO;DEBITO;CREDITO
03/03/21;1,1E+15;REND PAGO APLIC AUT MAIS;52112006;1;;;;0,001197605;0
;;;;;;;;;
04/03/21;1,1E+15;FT OP-TES;;1;;;;0;767425,1497
04/03/21;1,1E+15;REC.TIT.001098 APPLE INC.;;1;;;;256647,4731;0
04/03/21;1,1E+15;REC.TIT.001112 APPLE INC.;;1;;;;256676,8503;0
04/03/21;1,1E+15;REC.TIT.001138 APPLE INC.;;1;;;;254095,0479;0
;;;;;;;;;
05/03/21;1,1E+15;PGTO. NF  000000099 - GUILHERME DE SOUSA;;1;;;;0;645,508982
05/03/21;1,1E+15;PGTO. NF  000000100 - ALLAN P ARELLO BAR;;1;;;;0;1239,520958
05/03/21;1,1E+15;PGTO. NF  000032021 - CREUZA REZENDE FAB;;1;;;;0;13648,13653
05/03/21;1,1E+15;PGTO. NF  000202125 - MLV PRODUTOS E SER;;1;;;;0;1258,826347
05/03/21;1,1E+15;PGTO. NF  000004287 - L3 SOFTWARE LTDA;;1;;;;0;52627,53772
05/03/21;1,1E+15;PGTO. NF  000011862 - PAO E TALHO SANDUI;;1;;;;0;165,5449102
05/03/21;1,1E+15;PGTO. RED 0000C8CD3 - TATIANA SILVA;;1;;;;0;115,8538922
05/03/21;1,1E+15;PGTO. RED 0000EB7FA - CAROLINE MADRUGA;;1;;;;0;19,16167665
05/03/21;1,1E+15;PGTO. RED 00014B19E - TIAGO FERNANDES;;1;;;;0;6,104191617
05/03/21;1,1E+15;PGTO. RED 000359DF9 - TIAGO FERNANDES;;1;;;;0;30,70179641
05/03/21;1,1E+15;PGTO. RED 00043BA86 - RODRIGO EMERICK;;1;;;;0;18,90898204
05/03/21;1,1E+15;PGTO. RED 00054A24C - FERNANDA SOUZA;;1;;;;0;86,32335329
05/03/21;1,1E+15;PGTO. RED 0005F8075 - ISAQUE DOS SANTOS;;1;;;;0;18,41916168
05/03/21;1,1E+15;PGTO. RED 000B09ECD - MATHEUS DA SILVA K;;1;;;;0;9,328143713
05/03/21;1,1E+15;PGTO. RED 000B6BF5C - ALISSON MARCZEWSKI;;1;;;;0;41,79041916
05/03/21;1,1E+15;PGTO. RED 000D7A9F7 - TIAGO FERNANDES;;1;;;;0;20,35209581
05/03/21;1,1E+15;PGTO. RED 000EA8EA9 - NATALIA ZANARDO MI;;1;;;;0;56,28742515
05/03/21;1,1E+15;PGTO. RED 00073A7B4 - LUCAS PIMENTA PERE;;1;;;;0;8,489820359
05/03/21;1,1E+15;PGTO. RED 000138F0E - TIAGO MARTINES;;1;;;;0;160,788024
05/03/21;1,1E+15;PGTO. RED 000BB96FA - LUCAS SILVA;;1;;;;0;129,2215569
05/03/21;1,1E+15;PGTO. BOL 000290959 - UBER DO BRASIL TEC;;1;;;;0;286,1197605
05/03/21;1,1E+15;PGTO. NF  000000359 - P7 ENGENHARIA LTDA;;1;;;;0;110,1796407
05/03/21;1,1E+15;PGTO. NF  000003526 - ITAIMLOG TRANSPORT;;1;;;;0;1028,828743
05/03/21;1,1E+15;PGTO. NF  000000973 - LIVE KARAOKE EIREL;;1;;;;0;1951,437126
05/03/21;1,1E+15;PGTO. NF  000233823 - SODEXO PASS DO BRA;;1;;;;0;40,50419162
05/03/21;1,1E+15;PGTO NF 000000047 DUARTE COMERCIO DE E;;1;;;;0;57844,31138
05/03/21;1,1E+15;PGTO NF 002285667 PREFEITURA DO ESTADO;;1;;;;0;1371,746108
05/03/21;1,1E+15;PGTO NF 002285689 PREFEITURA DO ESTADO;;1;;;;0;1645,65509
05/03/21;1,1E+15;PGTO NF 001270178 COOPERALAR;;1;;;;0;4790,419162
05/03/21;1,1E+15;#NAME?;21115010;1;;;;0;6892,839521
05/03/21;1,1E+15;-TAR C/C SISPAG;52111003;1;;;;0;7,68502994
05/03/21;1,1E+15;-TAR C/C SISPAG;52111003;1;;;;0;1,686227545
05/03/21;1,1E+15;#NAME?;52111003;1;;;;0;70,29580838
05/03/21;1,1E+15;FT OP-TES;;1;;;;249397,5868;0
05/03/21;1,1E+15;#NAME?;21115004;1;;;;0;3103,499401
05/03/21;1,1E+15;-PGTO.FGTS 022021;21115004;1;;;;0;99982,24551
;;;;;;;;;
08/03/21;1,1E+15;PGTO. FT  000292142 - INCENTIVALE MARKET;;1;;;;0;20023,9521
08/03/21;;ING DE INCENTIVO LTDA;;;;;;;
08/03/21;1,1E+15;PGTO. NF  000020212 - MARLON MENEZES DE;;1;;;;0;1056,179641
08/03/21;;FARIA;;;;;;;
08/03/21;1,1E+15;PGTO. NF  00415865  - BRASOFTWARE INFORM;;1;;;;0;170,548503
08/03/21;;ATICA LTDA;;;;;;;
08/03/21;1,1E+15;PGTO. NF  000000114 - GOFLY RECRUTAMENTO;;1;;;;0;3315,985629
08/03/21;; ESPECIALIZADO LTDA;;;;;;;
08/03/21;1,1E+15;PGTO. NF  000000434 - CQA COMERCIO DE EL;;1;;;;0;658,5628743
08/03/21;;ETROELETRONICOS LTDA;;;;;;;
08/03/21;1,1E+15;PGTO. NF  000007447 - NIMBI SA;;1;;;;0;778,4431138
08/03/21;1,1E+15;PGTO. NF  000181621 - INGRAM MICRO BRASI;;1;;;;0;3243,113772
08/03/21;;L LTDA;;;;;;;
08/03/21;1,1E+15;PGTO NF 008032021 SECRETARIA DA RECEIT;;1;;;;0;9589,631138
08/03/21;1,1E+15;PGTO NF 008032021 SECRETARIA DA RECEIT;;1;;;;0;1220,498204
08/03/21;1,1E+15;PGTO NF 008032021 SECRETARIA DA RECEIT;;1;;;;0;5621,68982
08/03/21;1,1E+15;PGTO NF 002285700 PREFEITURA DO ESTADO;;1;;;;0;1719,734132
08/03/21;1,1E+15;PGTO NF 000000002 NORTON LAGOA 7031081;;1;;;;0;574,8502994
08/03/21;1,1E+15;#NAME?;21115010;1;;;;0;913,1688623
08/03/21;1,1E+15;#NAME?;21115010;1;;;;0;230,8383234
08/03/21;1,1E+15;#NAME?;21115010;1;;;;0;230,8383234
08/03/21;1,1E+15;FT OP-TES;;1;;;;16473,01796;0
08/03/21;1,1E+15;FT OP-TES;;1;;;;33018,28503;0
08/03/21;1,1E+15;TED 125.0001AVL APLICATI;;1;;;;426,188024;0
08/03/21;1,1E+15;#NAME?;21115006;1;;;;0;2,694610778
;;;;;;;;;
09/03/21;1,1E+15;PGTO. NF  000000054 - SONOPLASTICO PRODU;;1;;;;0;4795,209581
09/03/21;;CAO DE AUDIO EIRELI;;;;;;;
DATA;LOTE/SUB/DOC/LINHA;HISTORICO;C/PARTIDA;FILIAL DE ORIGEM;C CUSTO;ITEM CONTA;DIVISAO;DEBITO;CREDITO
09/03/21;1,1E+15;FT OP-TES;;1;;;;4262,91976;0
09/03/21;1,1E+15;REND PAGO APLIC AUT MAIS;52112006;1;;;;0,00239521;0
;;;;;;;;;
10/03/21;1,1E+15;PGTO. NF  000000054 - TIAGO HOISEL FERRA;;1;;;;0;1317,365269
10/03/21;;Z ME;;;;;;;
10/03/21;1,1E+15;PGTO. NF  000000057 - LEAL CONCEICAO SOC;;1;;;;0;773,6526946
10/03/21;;IEDADE INDIVIDUAL DE A;;;;;;;
10/03/21;1,1E+15;PGTO. NF  000000361 - P7 ENGENHARIA LTDA;;1;;;;0;244,7389222
10/03/21;1,1E+15;PGTO. FT  000000131 - JOHN RICHARD LOCAC;;1;;;;0;45,42275449
10/03/21;;AO DE MOVEIS LTDA.;;;;;;;
10/03/21;1,1E+15;PGTO. FT  000000167 - JOHN RICHARD LOCAC;;1;;;;0;102,0299401
10/03/21;;AO DE MOVEIS LTDA.;;;;;;;
10/03/21;1,1E+15;PGTO. FT  000000259 - JOHN RICHARD LOCAC;;1;;;;0;9,494610778
10/03/21;;AO DE MOVEIS LTDA.;;;;;;;
10/03/21;1,1E+15;PGTO. BOL 000290969 - JOHN RICHARD LOCAC;;1;;;;0;85,77125749
10/03/21;;AO DE MOVEIS LTDA.;;;;;;;
10/03/21;1,1E+15;PGTO. FT  000290984 - JOHN RICHARD LOCAC;;1;;;;0;46,50898204
10/03/21;;AO DE MOVEIS LTDA.;;;;;;;
10/03/21;1,1E+15;PGTO. NF  000012882 - TAGS TRANSLATIONS;;1;;;;0;33,8011976
10/03/21;; TRADUCOES E INTERPRET;;;;;;;
10/03/21;1,1E+15;PGTO. NF  000012893 - TAGS TRANSLATIONS;;1;;;;0;44,53413174
10/03/21;; TRADUCOES E INTERPRET;;;;;;;
10/03/21;1,1E+15;PGTO. NF  000246634 - SODEXO PASS DO BRA;;1;;;;0;110,4407186
10/03/21;;SIL SERV E COM;;;;;;;
10/03/21;1,1E+15;PGTO. NF  000246638 - SODEXO PASS DO BRA;;1;;;;0;55,22035928
10/03/21;;SIL SERV E COM;;;;;;;
10/03/21;1,1E+15;PGTO. BOL 000133999 - WHIRLPOOL S.A;;1;;;;0;138,5137725
10/03/21;1,1E+15;PGTO. FT  000291781 - WHIRLPOOL S.A;;1;;;;0;65,36526946
10/03/21;1,1E+15;PGTO. NDC 000107103 - INCENTIVALE MARKET;;1;;;;0;317,3652695
10/03/21;;ING DE INCENTIVO LTDA;;;;;;;
10/03/21;1,1E+15;PGTO. NF  000000064 - ANDRE MINORU SOUZA;;1;;;;0;898,2035928
10/03/21;; ASAI 37144283804;;;;;;;
10/03/21;1,1E+15;ISS S/ CAMBIO #294361 MONDAY;;1;;;;0;135,3353293
10/03/21;1,1E+15;ISS S/ CAMBIO #292394 PLAYTESTCLOUD;;1;;;;0;144,2251497
10/03/21;1,1E+15;PGTO. ISS S/ CAMBIO CARTAO #292305;;1;;;;0;319,902994
10/03/21;1,1E+15;PGTO. ISS S/ CAMBIO #292394 ARTELLA;;1;;;;0;828,0766467
10/03/21;1,1E+15;PGTO NF 000293976 MUNICIPIO;;1;;;;0;849,2562874
10/03/21;1,1E+15;PGTO. ISS S/ CAMBIO CARTAO #292305;;1;;;;0;856,0263473
10/03/21;1,1E+15;PGTO. ISS S/ CAMBIO #294111 UNITY;;1;;;;0;3210,312575
10/03/21;1,1E+15;PGTO NF 000000396 CREATORS AGENCIAMENT;;1;;;;0;718,5628743
10/03/21;1,1E+15;PGTO NF 000202120 INCENTIVAR CONSULTOR;;1;;;;0;1348,742515
10/03/21;1,1E+15;PGTO NF 000000034 ROOFTOP16 RESTAURANT;;1;;;;0;2936,646707
10/03/21;1,1E+15;PGTO NF 000294550 RPB 02 ADMINISTRACAO;;1;;;;0;7660,877844
10/03/21;1,1E+15;PGTO NF 000294553 RPB 01 ADMINISTRACAO;;1;;;;0;4283,183234
10/03/21;1,1E+15;PGTO NF 000294544 RPB 03 ADMINISTRACA;;1;;;;0;7619,082635
10/03/21;1,1E+15;PGTO NF 000294554 GLDARPB EMPREENDIMEN;;1;;;;0;4575,692216
10/03/21;1,1E+15;PGTO NF 000294556 GLDARPB EMPREENDIMEN;;1;;;;0;745,5988024
10/03/21;1,1E+15;PGTO NF 000294555 JCDA EMPREENDIMENTOS;;1;;;;0;4575,692216
10/03/21;1,1E+15;PGTO NF 000294557 JCDA EMPREENDIMENTOS;;1;;;;0;745,5988024
10/03/21;1,1E+15;PGTO NF 000294558 TF 52 EMPREENDIMENTO;;1;;;;0;2655,966467
10/03/21;1,1E+15;#NAME?;21115010;1;;;;0;1643,788024
10/03/21;1,1E+15;#NAME?;21115010;1;;;;0;8181,926946
10/03/21;1,1E+15;#NAME?;21115010;1;;;;0;2571,899401
10/03/21;1,1E+15;FT OP-TES;;1;;;;16113,01677;0
10/03/21;1,1E+15;FT OP-TES;;1;;;;58523,59521;0
10/03/21;1,1E+15;PGTO.SINDICATO DOS EMPREGADOS;21115007;1;;;;0;13479,37006
10/03/21;1,1E+15;-PGTO.SINDICAL 022021;21115006;1;;;;0;1,796407186
10/03/21;1,1E+15;#NAME?;21115006;1;;;;0;2,694610778
;;;;;;;;;
11/03/21;1,1E+15;PGTO NF 000000011 LUCAS THOMAZ DE AGRE;;1;;;;0;251,497006
11/03/21;1,1E+15;#NAME?;21115010;1;;;;0;5893,8
11/03/21;1,1E+15;FT OP-TES;;1;;;;9115,767665;0
11/03/21;1,1E+15;REND PAGO APLIC AUT APR;52112006;1;;;;0,001197605;0
11/03/21;1,1E+15;#NAME?;21115004;1;;;;0;3155,293413
;;;;;;;;;
12/03/21;1,1E+15;PGTO. NF  000000113 - RAFAEL ARBULU MARC;;1;;;;0;389,2215569
12/03/21;;ONDES ME;;;;;;;
12/03/21;1,1E+15;PGTO. NF  000007539 - ELS CURSOS DE IDIO;;1;;;;0;1003,194012
12/03/21;;MAS E COMERCIO DE LIVR;;;;;;;
12/03/21;1,1E+15;PGTO. NF  000245343 - 99 TECNOLOGIA LTDA;;1;;;;0;49,03233533
12/03/21;1,1E+15;PGTO. NF  000000057 - RICARDO MACIEL DE;;1;;;;0;868,2634731
12/03/21;;ANDRADE ME;;;;;;;
DATA;LOTE/SUB/DOC/LINHA;HISTORICO;C/PARTIDA;FILIAL DE ORIGEM;C CUSTO;ITEM CONTA;DIVISAO;DEBITO;CREDITO
12/03/21;1,1E+15;PGTO. NF  000000187 - WAGNER DA SILVA LO;;1;;;;0;664,6706587
12/03/21;;PES  MEI;;;;;;;
12/03/21;1,1E+15;PGTO NF 000000007 TRANSCENDEMOS CONSUL;;1;;;;0;219,1616766
12/03/21;1,1E+15;PGTO NF 012032021 SECRETARIA DA RECEIT;;1;;;;0;3933,809581
12/03/21;1,1E+15;PGTO NF 012032021 SECRETARIA DA RECEIT;;1;;;;0;2259,979641
12/03/21;1,1E+15;PGTO NF 000438036 NORTHON MINGORANCE;;1;;;;0;41,43592814
12/03/21;1,1E+15;PGTO NF 012032021 SECRETARIA DA RECEIT;;1;;;;0;490,6538922
12/03/21;1,1E+15;PGTO NF 000005818 MEGAWATTS COMERCIAL;;1;;;;0;12,09580838
12/03/21;1,1E+15;FT OP-TES;;1;;;;444443,8922;0
12/03/21;1,1E+15;FT OP-TES;;1;;;;6738,002395;0
12/03/21;1,1E+15;#NAME?;21115004;1;;;;0;2210,027545
12/03/21;1,1E+15;#NAME?;21115010;1;;;;0;10338,1988
12/03/21;1,1E+15;#NAME?;21115010;1;;;;0;1529,252695
12/03/21;1,1E+15;#NAME?;21115010;1;;;;0;688,811976
12/03/21;1,1E+15;#NAME?;21115010;1;;;;0;1020,34012
12/03/21;1,1E+15;#NAME?;21115010;1;;;;0;1499,083832
12/03/21;1,1E+15;#NAME?;11319003;1;;;;0;2974,850299
12/03/21;1,1E+15;#NAME?;11319003;1;;;;0;358360,1425
12/03/21;1,1E+15;#NAME?;11319003;1;;;;0;56924,41078
;;;;;;;;;
15/03/21;1,1E+15;PGTO. FT  000292066 - IFOOD.COM AGENCIA;;1;;;;0;3058,100599
15/03/21;;DE RESTAURANTES ONLINE;;;;;;;
15/03/21;1,1E+15;PGTO. FT  000292068 - IFOOD.COM AGENCIA;;1;;;;0;8053,68503
15/03/21;;DE RESTAURANTES ONLINE;;;;;;;
15/03/21;1,1E+15;PGTO. BOL 040300993 - AMERICA NET LTDA;;1;;;;0;742,1149701
15/03/21;1,1E+15;PGTO. NF  000005914 - HLB BRASIL PRYOR T;;1;;;;0;134,8742515
15/03/21;;ECNOLOGIA E PROCESSAME;;;;;;;
15/03/21;1,1E+15;PGTO. NF  000010688 - HLB BRASIL PRYOR C;;1;;;;0;4698,11976
15/03/21;;ONSULTING SOLUTIONS LT;;;;;;;
15/03/21;1,1E+15;PGTO. NF  000014262 - TRULY NOLEN SAN PA;;1;;;;0;304,451497
15/03/21;;BLO CONTROLADORA AMBIE;;;;;;;
15/03/21;1,1E+15;PGTO. NF  000000066 - ANDRE MINORU SOUZA;;1;;;;0;898,2035928
15/03/21;; ASAI 37144283804;;;;;;;
15/03/21;1,1E+15;PGTO. NF  000020212 - AGENCIA MAKE DE PU;;1;;;;0;1173,652695
15/03/21;;BLICIDADE E MARKETING;;;;;;;
15/03/21;1,1E+15;PGTO. NF  000042228 - PINHEIRO NETO ADVO;;1;;;;0;930,6323353
15/03/21;;GADOS;;;;;;;
15/03/21;1,1E+15;PGTO. NF  000053647 - PINHEIRO NETO ADVO;;1;;;;0;547,5892216
15/03/21;;GADOS;;;;;;;
15/03/21;1,1E+15;PGTO. NF  000085890 - PINHEIRO NETO ADVO;;1;;;;0;2586,336527
15/03/21;;GADOS;;;;;;;
15/03/21;1,1E+15;PGTO. NF  291286861 - ELETROPAULO METROP;;1;;;;0;75,27185629
15/03/21;;OLITANA ELETRICIDADE;;;;;;;
15/03/21;1,1E+15;PGTO. NF  000005817 - MEGAWATTS COMERCIA;;1;;;;0;101,7964072
15/03/21;;L DE MAQUINAS LTDA;;;;;;;
15/03/21;1,1E+15;PGTO. NF  000005819 - MEGAWATTS COMERCIA;;1;;;;0;73,17365269
15/03/21;;L DE MAQUINAS LTDA;;;;;;;
15/03/21;1,1E+15;PGTO. NF  000024441 - VITTUDE TECNOLOGIA;;1;;;;0;688,6227545
15/03/21;; LTDA;;;;;;;
15/03/21;1,1E+15;PGTO. NF  000025745 - VITTUDE TECNOLOGIA;;1;;;;0;688,6227545
15/03/21;; LTDA;;;;;;;
15/03/21;1,1E+15;PGTO. NF  000002589 - MEGAWATTS COMERCIA;;1;;;;0;175,0898204
15/03/21;;L DE MAQUINAS LTDA;;;;;;;
15/03/21;1,1E+15;PGTO NF 000005384 PEMOM CONSULTORIA EM;;1;;;;0;84,29580838
15/03/21;1,1E+15;PGTO NF 000000084 PROGRAMARIA TREINAME;;1;;;;0;2395,209581
15/03/21;1,1E+15;PGTO NF 000000115 GOFLY RECRUTAMENTO E;;1;;;;0;2485,20479
15/03/21;1,1E+15;PGTO NF 002961805 LOGGI TECNOLOGIA LTD;;1;;;;0;121,7305389
15/03/21;1,1E+15;PGTO NF 005000217 LOGGI TECNOLOGIA LTD;;1;;;;0;672,4
15/03/21;1,1E+15;FT OP-TES;;1;;;;65929,28263;0
15/03/21;1,1E+15;REND PAGO APLIC AUT MAIS;52112006;1;;;;0,046706587;0
15/03/21;1,1E+15;PGTO NF 002285678 PREFEITURA DO ESTADO;;1;;;;0;1374,51976
15/03/21;1,1E+15;#NAME?;11319003;1;;;;0;33819,85868
15/03/21;1,1E+15;#NAME?;11319003;1;;;;0;685,0299401
15/03/21;1,1E+15;#NAME?;11319003;1;;;;0;1341,317365
15/03/21;1,1E+15;#NAME?;11319003;1;;;;0;718,5628743
15/03/21;1,1E+15;#NAME?;11319003;1;;;;0;526,9461078
15/03/21;1,1E+15;#NAME?;11319003;1;;;;0;526,9461078
15/03/21;1,1E+15;#NAME?;11319003;1;;;;0;479,0419162
15/03/21;1,1E+15;#NAME?;11319003;1;;;;0;1457,772455
15/03/21;1,1E+15;PGTO NF 000009629 CONTÁBIL ESQUEMA LTD;;1;;;;0;57,96407186
15/03/21;1,1E+15;PGTO NF 000000276 FORTALEZA SERVICOS E;;1;;;;0;17,36526946
;;;;;;;;;
DATA;LOTE/SUB/DOC/LINHA;HISTORICO;C/PARTIDA;FILIAL DE ORIGEM;C CUSTO;ITEM CONTA;DIVISAO;DEBITO;CREDITO
17/03/21;1,1E+15;PGTO. NF  000031979 - G4S INTERATIVA SER;;1;;;;0;2178,409581
17/03/21;;VICE LTDA;;;;;;;
17/03/21;1,1E+15;PGTO. NF  000031980 - G4S INTERATIVA SER;;1;;;;0;533,7281437
17/03/21;;VICE LTDA;;;;;;;
17/03/21;1,1E+15;PGTO. FT  000291568 - UNIQUE RELOCATION;;1;;;;0;3,473053892
17/03/21;;E IMIGRACAO LTDA  ME;;;;;;;
17/03/21;1,1E+15;PGTO. NF  000000075 - ALEXANDRE DEOLINDO;;1;;;;0;4979,323353
17/03/21;; DA SILVA 30032691866;;;;;;;
17/03/21;1,1E+15;PGTO. NF  000001266 - UNIQUE RELOCATION;;1;;;;0;359,6586826
17/03/21;;E IMIGRACAO LTDA  ME;;;;;;;
17/03/21;1,1E+15;PGTO. NF  000002769 - AFTER ALL ESCOLA D;;1;;;;0;26,45269461
17/03/21;;E IDIOMAS LTDA;;;;;;;
17/03/21;1,1E+15;PGTO. NF  000002067 - ARQUIVO LOGISTICA;;1;;;;0;182,6287425
17/03/21;;DE DOCUMENTOS EIRELI;;;;;;;
17/03/21;1,1E+15;PGTO. NF  000002068 - ARQUIVO LOGISTICA;;1;;;;0;45,70658683
17/03/21;;DE DOCUMENTOS EIRELI;;;;;;;
17/03/21;1,1E+15;PGTO. FT  000290995 - JOHN RICHARD LOCAC;;1;;;;0;53,95329341
17/03/21;;AO DE MOVEIS LTDA.;;;;;;;
17/03/21;1,1E+15;PGTO. NF  000000399 - CREATORS AGENCIAME;;1;;;;0;2874,251497
17/03/21;;NTO DE NEGOCIOS E SERV;;;;;;;
17/03/21;1,1E+15;987 APLICACAO CDB;;1;;;;0;598802,3952
17/03/21;1,1E+15;FT OP-TES;;1;;;;0;1193053,892
17/03/21;1,1E+15;FT OP-TES;;1;;;;17309,43114;0
17/03/21;1,1E+15;TED 033.2271AVL APLICATI;;1;;;;1785868,263;0
;;;;;;;;;
19/03/21;1,1E+15;PGTO. RED 000295091 - PRISCILA MIRANDA M;;1;;;;0;521,9161677
19/03/21;;EGULHAO DUTRA;;;;;;;
